code	display_name	weight	sw1_code	sw1_name
002266.XSHE	浙富控股	0.164	801730	电气设备
002268.XSHE	卫士通	0.233	801750	计算机
002273.XSHE	水晶光电	0.355	801080	电子
002281.XSHE	光迅科技	0.238	801770	通信
002285.XSHE	世联行	0.089	801180	房地产
002294.XSHE	信立泰	0.264	801150	医药生物
002302.XSHE	西部建设	0.096	801710	建筑材料
002317.XSHE	众生药业	0.194	801150	医药生物
002340.XSHE	格林美	0.372	801050	有色金属
002353.XSHE	杰瑞股份	0.327	801890	机械设备
002368.XSHE	太极股份	0.205	801750	计算机
002372.XSHE	伟星新材	0.156	801710	建筑材料
002373.XSHE	千方科技	0.317	801750	计算机
002375.XSHE	亚厦股份	0.187	801720	建筑装饰
002382.XSHE	蓝帆医疗	0.273	801150	医药生物
002385.XSHE	大北农	0.576	801010	农林牧渔
002387.XSHE	维信诺	0.243	801080	电子
002390.XSHE	信邦制药	0.124	801150	医药生物
002396.XSHE	星网锐捷	0.244	801770	通信
002399.XSHE	海普瑞	0.167	801150	医药生物
002407.XSHE	多氟多	0.142	801030	化工
002408.XSHE	齐翔腾达	0.099	801030	化工
002414.XSHE	高德红外	0.451	801080	电子
002416.XSHE	爱施德	0.113	801200	商业贸易
002419.XSHE	天虹股份	0.095	801200	商业贸易
002423.XSHE	中粮资本	0.033	801790	非银金融
002424.XSHE	贵州百灵	0.12	801150	医药生物
002429.XSHE	兆驰股份	0.242	801110	家用电器
002434.XSHE	万里扬	0.112	801880	汽车
002439.XSHE	启明星辰	0.468	801750	计算机
002440.XSHE	闰土股份	0.12	801030	化工
002444.XSHE	巨星科技	0.18	801890	机械设备
002458.XSHE	益生股份	0.167	801010	农林牧渔
002465.XSHE	海格通信	0.482	801740	国防军工
002470.XSHE	*ST金正	0.047	801030	化工
002491.XSHE	通鼎互联	0.073	801770	通信
002500.XSHE	山西证券	0.331	801790	非银金融
002503.XSHE	搜于特	0.098	801130	纺织服装
002505.XSHE	大康农业	0.122	801200	商业贸易
002506.XSHE	协鑫集成	0.17	801730	电气设备
002507.XSHE	涪陵榨菜	0.395	801120	食品饮料
002511.XSHE	中顺洁柔	0.29	801140	轻工制造
002544.XSHE	杰赛科技	0.096	801770	通信
002557.XSHE	洽洽食品	0.32	801120	食品饮料
002563.XSHE	森马服饰	0.109	801130	纺织服装
002572.XSHE	索菲亚	0.266	801140	轻工制造
002583.XSHE	海能达	0.156	801770	通信
002589.XSHE	瑞康医药	0.127	801150	医药生物
002595.XSHE	豪迈科技	0.159	801890	机械设备
002603.XSHE	以岭药业	0.348	801150	医药生物
002625.XSHE	光启技术	0.309	801880	汽车
002635.XSHE	安洁科技	0.147	801080	电子
002640.XSHE	跨境通	0.159	801200	商业贸易
002648.XSHE	卫星石化	0.177	801030	化工
002653.XSHE	海思科	0.084	801150	医药生物
002665.XSHE	首航高科	0.094	801730	电气设备
002670.XSHE	国盛金控	0.215	801790	非银金融
002690.XSHE	美亚光电	0.294	801890	机械设备
002701.XSHE	奥瑞金	0.135	801140	轻工制造
002709.XSHE	天赐材料	0.189	801030	化工
002745.XSHE	木林森	0.165	801080	电子
002797.XSHE	第一创业	0.497	801790	非银金融
002807.XSHE	江阴银行	0.168	801780	银行
002815.XSHE	崇达技术	0.126	801080	电子
002818.XSHE	富森美	0.039	801200	商业贸易
002821.XSHE	凯莱英	0.55	801150	医药生物
002831.XSHE	裕同科技	0.226	801140	轻工制造
002839.XSHE	张家港行	0.141	801780	银行
002867.XSHE	周大生	0.12	801140	轻工制造
002901.XSHE	大博医疗	0.076	801150	医药生物
002920.XSHE	德赛西威	0.212	801750	计算机
002925.XSHE	盈趣科技	0.149	801080	电子
002926.XSHE	华西证券	0.304	801790	非银金融
002936.XSHE	郑州银行	0.129	801780	银行
002941.XSHE	新疆交建	0.057	801720	建筑装饰
002946.XSHE	新乳业	0.055	801120	食品饮料
002948.XSHE	青岛银行	0.076	801780	银行
002957.XSHE	科瑞技术	0.019	801890	机械设备
300001.XSHE	特锐德	0.229	801730	电气设备
300002.XSHE	神州泰岳	0.242	801750	计算机
300009.XSHE	安科生物	0.367	801150	医药生物
300010.XSHE	豆神教育	0.285	801750	计算机
300012.XSHE	华测检测	0.566	801230	综合
300017.XSHE	网宿科技	0.317	801770	通信
300024.XSHE	机器人	0.354	801890	机械设备
300026.XSHE	红日药业	0.181	801150	医药生物
300058.XSHE	蓝色光标	0.276	801760	传媒
300070.XSHE	碧水源	0.296	801160	公用事业
300072.XSHE	三聚环保	0.154	801030	化工
300088.XSHE	长信科技	0.54	801080	电子
300113.XSHE	顺网科技	0.184	801760	传媒
300115.XSHE	长盈精密	0.235	801080	电子
300133.XSHE	华策影视	0.161	801760	传媒
300134.XSHE	大富科技	0.099	801770	通信
300166.XSHE	东方国信	0.212	801750	计算机
300168.XSHE	万达信息	0.405	801750	计算机
300180.XSHE	华峰超纤	0.121	801030	化工
300182.XSHE	捷成股份	0.193	801760	传媒
300197.XSHE	铁汉生态	0.083	801720	建筑装饰
300207.XSHE	欣旺达	0.476	801080	电子
300212.XSHE	易华录	0.296	801750	计算机
300244.XSHE	迪安诊断	0.296	801150	医药生物
300251.XSHE	光线传媒	0.283	801760	传媒
300253.XSHE	卫宁健康	0.715	801750	计算机
300257.XSHE	开山股份	0.107	801890	机械设备
300271.XSHE	华宇软件	0.313	801750	计算机
300274.XSHE	阳光电源	0.389	801730	电气设备
300285.XSHE	国瓷材料	0.502	801030	化工
300296.XSHE	利亚德	0.233	801080	电子
300315.XSHE	掌趣科技	0.47	801760	传媒
300316.XSHE	晶盛机电	0.289	801730	电气设备
300324.XSHE	旋极信息	0.173	801750	计算机
300357.XSHE	我武生物	0.385	801150	医药生物
300376.XSHE	易事特	0.084	801730	电气设备
300418.XSHE	昆仑万维	0.401	801760	传媒
300459.XSHE	金科文化	0.101	801760	传媒
300474.XSHE	景嘉微	0.166	801740	国防军工
300482.XSHE	万孚生物	0.364	801150	医药生物
300496.XSHE	中科创达	0.496	801750	计算机
300558.XSHE	贝达药业	0.503	801150	医药生物
300595.XSHE	欧普康视	0.36	801150	医药生物
300618.XSHE	寒锐钴业	0.211	801050	有色金属
300630.XSHE	普利制药	0.176	801150	医药生物
600006.XSHG	东风汽车	0.063	801880	汽车
600008.XSHG	首创股份	0.204	801160	公用事业
600017.XSHG	日照港	0.094	801170	交通运输
600021.XSHG	上海电力	0.186	801160	公用事业
600022.XSHG	山东钢铁	0.136	801040	钢铁
600026.XSHG	中远海能	0.18	801170	交通运输
600037.XSHG	歌华有线	0.233	801760	传媒
600039.XSHG	四川路桥	0.174	801720	建筑装饰
600053.XSHG	九鼎投资	0.07	801790	非银金融
600056.XSHG	中国医药	0.158	801150	医药生物
600058.XSHG	五矿发展	0.053	801200	商业贸易
600060.XSHG	海信视像	0.196	801110	家用电器
600062.XSHG	华润双鹤	0.138	801150	医药生物
600064.XSHG	南京高科	0.164	801180	房地产
600073.XSHG	上海梅林	0.128	801120	食品饮料
600079.XSHG	人福医药	0.566	801150	医药生物
600094.XSHG	大名城	0.171	801180	房地产
600120.XSHG	浙江东方	0.148	801790	非银金融
600125.XSHG	铁龙物流	0.097	801170	交通运输
600126.XSHG	杭钢股份	0.201	801040	钢铁
600132.XSHG	重庆啤酒	0.32	801120	食品饮料
600138.XSHG	中青旅	0.113	801210	休闲服务
600141.XSHG	兴发集团	0.098	801030	化工
600143.XSHG	金发科技	0.528	801030	化工
600153.XSHG	建发股份	0.29	801170	交通运输
600155.XSHG	华创阳安	0.298	801790	非银金融
600158.XSHG	中体产业	0.108	801760	传媒
600160.XSHG	巨化股份	0.182	801030	化工
600161.XSHG	天坛生物	0.565	801150	医药生物
600166.XSHG	福田汽车	0.166	801880	汽车
600167.XSHG	联美控股	0.242	801160	公用事业
600171.XSHG	上海贝岭	0.185	801080	电子
600195.XSHG	中牧股份	0.188	801010	农林牧渔
600201.XSHG	生物股份	0.597	801010	农林牧渔
600216.XSHG	浙江医药	0.23	801150	医药生物
600256.XSHG	广汇能源	0.218	801030	化工
600258.XSHG	首旅酒店	0.158	801210	休闲服务
600259.XSHG	广晟有色	0.112	801050	有色金属
600260.XSHG	凯乐科技	0.207	801770	通信
600266.XSHG	城建发展	0.136	801180	房地产
600273.XSHG	嘉化能源	0.237	801030	化工
600277.XSHG	亿利洁能	0.089	801030	化工
600282.XSHG	南钢股份	0.183	801040	钢铁
600291.XSHG	西水股份	0.126	801790	非银金融
600298.XSHG	安琪酵母	0.591	801010	农林牧渔
600307.XSHG	酒钢宏兴	0.093	801040	钢铁
600312.XSHG	平高电气	0.123	801730	电气设备
600315.XSHG	上海家化	0.284	801030	化工
600316.XSHG	洪都航空	0.209	801740	国防军工
600325.XSHG	华发股份	0.218	801180	房地产
600329.XSHG	中新药业	0.099	801150	医药生物
600335.XSHG	国机汽车	0.04	801880	汽车
600338.XSHG	西藏珠峰	0.082	801050	有色金属
600339.XSHG	中油工程	0.076	801020	采掘
600348.XSHG	阳泉煤业	0.106	801020	采掘
600350.XSHG	山东高速	0.077	801170	交通运输
600373.XSHG	中文传媒	0.156	801760	传媒
600376.XSHG	首开股份	0.158	801180	房地产
600380.XSHG	健康元	0.351	801150	医药生物
600388.XSHG	龙净环保	0.142	801890	机械设备
600392.XSHG	盛和资源	0.19	801050	有色金属
600409.XSHG	三友化工	0.14	801030	化工
600410.XSHG	华胜天成	0.291	801750	计算机
600415.XSHG	小商品城	0.365	801200	商业贸易
600418.XSHG	江淮汽车	0.223	801880	汽车
600426.XSHG	华鲁恒升	0.478	801030	化工
600428.XSHG	中远海特	0.065	801170	交通运输
600435.XSHG	北方导航	0.168	801740	国防军工
600446.XSHG	金证股份	0.213	801750	计算机
600460.XSHG	士兰微	0.288	801080	电子
600466.XSHG	蓝光发展	0.146	801180	房地产
600478.XSHG	科力远	0.094	801080	电子
600486.XSHG	扬农化工	0.324	801030	化工
600497.XSHG	驰宏锌锗	0.237	801050	有色金属
600500.XSHG	中化国际	0.142	801030	化工
600507.XSHG	方大特钢	0.111	801040	钢铁
600511.XSHG	国药股份	0.241	801150	医药生物
600515.XSHG	海航基础	0.196	801180	房地产
600521.XSHG	华海药业	0.508	801150	医药生物
600528.XSHG	中铁工业	0.23	801890	机械设备
600529.XSHG	山东药玻	0.614	801150	医药生物
600535.XSHG	天士力	0.286	801150	医药生物
600545.XSHG	卓郎智能	0.113	801890	机械设备
600549.XSHG	厦门钨业	0.23	801050	有色金属
600557.XSHG	康缘药业	0.114	801150	医药生物
600563.XSHG	法拉电子	0.148	801080	电子
600565.XSHG	迪马股份	0.078	801180	房地产
600566.XSHG	济川药业	0.15	801150	医药生物
600567.XSHG	山鹰纸业	0.185	801140	轻工制造
600572.XSHG	康恩贝	0.204	801150	医药生物
600575.XSHG	淮河能源	0.061	801170	交通运输
600580.XSHG	卧龙电驱	0.171	801730	电气设备
600582.XSHG	天地科技	0.093	801890	机械设备
600597.XSHG	光明乳业	0.21	801120	食品饮料
600598.XSHG	北大荒	0.247	801010	农林牧渔
600623.XSHG	华谊集团	0.059	801030	化工
600633.XSHG	浙数文化	0.15	801760	传媒
600639.XSHG	浦东金桥	0.094	801180	房地产
600640.XSHG	号百控股	0.112	801760	传媒
600642.XSHG	申能股份	0.254	801160	公用事业
600643.XSHG	爱建集团	0.154	801790	非银金融
600645.XSHG	中源协和	0.175	801150	医药生物
600648.XSHG	外高桥	0.104	801180	房地产
600649.XSHG	城投控股	0.133	801180	房地产
600657.XSHG	信达地产	0.075	801180	房地产
600664.XSHG	哈药股份	0.096	801150	医药生物
600667.XSHG	太极实业	0.264	801080	电子
600673.XSHG	东阳光	0.198	801150	医药生物
600675.XSHG	中华企业	0.141	801180	房地产
600694.XSHG	大商股份	0.069	801200	商业贸易
600699.XSHG	均胜电子	0.304	801880	汽车
600704.XSHG	物产中大	0.21	801170	交通运输
600707.XSHG	彩虹股份	0.061	801080	电子
600717.XSHG	天津港	0.102	801170	交通运输
600718.XSHG	东软集团	0.189	801750	计算机
600728.XSHG	佳都科技	0.236	801750	计算机
600729.XSHG	重庆百货	0.143	801200	商业贸易
600733.XSHG	北汽蓝谷	0.215	801880	汽车
600737.XSHG	中粮糖业	0.161	801010	农林牧渔
600739.XSHG	辽宁成大	0.776	801150	医药生物
600748.XSHG	上实发展	0.091	801180	房地产
600751.XSHG	海航科技	0.105	801080	电子
600754.XSHG	锦江酒店	0.23	801210	休闲服务
600755.XSHG	厦门国贸	0.164	801200	商业贸易
600757.XSHG	长江传媒	0.06	801760	传媒
600765.XSHG	中航重机	0.136	801740	国防军工
600770.XSHG	综艺股份	0.083	801230	综合
600776.XSHG	东方通信	0.134	801770	通信
600777.XSHG	新潮能源	0.138	801020	采掘
600779.XSHG	水井坊	0.226	801120	食品饮料
600782.XSHG	新钢股份	0.128	801040	钢铁
600787.XSHG	中储股份	0.081	801170	交通运输
600801.XSHG	华新水泥	0.339	801710	建筑材料
600804.XSHG	鹏博士	0.239	801770	通信
600808.XSHG	马钢股份	0.146	801040	钢铁
600811.XSHG	东方集团	0.282	801230	综合
600820.XSHG	隧道股份	0.206	801720	建筑装饰
600823.XSHG	世茂股份	0.089	801180	房地产
600827.XSHG	百联股份	0.29	801200	商业贸易
600835.XSHG	上海机电	0.102	801890	机械设备
600839.XSHG	四川长虹	0.202	801110	家用电器
600845.XSHG	宝信软件	0.333	801750	计算机
600859.XSHG	王府井	0.431	801200	商业贸易
600862.XSHG	中航高科	0.23	801740	国防军工
600863.XSHG	内蒙华电	0.107	801160	公用事业
600869.XSHG	智慧能源	0.082	801730	电气设备
600874.XSHG	创业环保	0.057	801160	公用事业
600875.XSHG	东方电气	0.209	801730	电气设备
600879.XSHG	航天电子	0.293	801740	国防军工
600881.XSHG	亚泰集团	0.213	801710	建筑材料
600884.XSHG	杉杉股份	0.274	801080	电子
600885.XSHG	宏发股份	0.341	801730	电气设备
600895.XSHG	张江高科	0.283	801180	房地产
600901.XSHG	江苏租赁	0.099	801790	非银金融
600903.XSHG	贵州燃气	0.046	801160	公用事业
600908.XSHG	无锡银行	0.133	801780	银行
600909.XSHG	华安证券	0.266	801790	非银金融
600917.XSHG	重庆燃气	0.025	801160	公用事业
600959.XSHG	江苏有线	0.207	801760	传媒
600967.XSHG	内蒙一机	0.167	801740	国防军工
600970.XSHG	中材国际	0.113	801720	建筑装饰
600985.XSHG	淮北矿业	0.073	801020	采掘
600996.XSHG	贵广网络	0.056	801760	传媒
601000.XSHG	唐山港	0.131	801170	交通运输
601003.XSHG	柳钢股份	0.046	801040	钢铁
601005.XSHG	重庆钢铁	0.162	801040	钢铁
601016.XSHG	节能风电	0.093	801160	公用事业
601019.XSHG	山东出版	0.077	801760	传媒
601068.XSHG	中铝国际	0.024	801720	建筑装饰
601098.XSHG	中南传媒	0.139	801760	传媒
601099.XSHG	太平洋	0.536	801790	非银金融
601106.XSHG	中国一重	0.162	801890	机械设备
601118.XSHG	海南橡胶	0.167	801010	农林牧渔
601127.XSHG	小康股份	0.041	801880	汽车
601128.XSHG	常熟银行	0.371	801780	银行
601139.XSHG	深圳燃气	0.081	801160	公用事业
601168.XSHG	西部矿业	0.281	801050	有色金属
601179.XSHG	中国西电	0.2	801730	电气设备
601200.XSHG	上海环境	0.111	801160	公用事业
601228.XSHG	广州港	0.114	801170	交通运输
601233.XSHG	桐昆股份	0.291	801030	化工
601333.XSHG	广深铁路	0.151	801170	交通运输
601512.XSHG	中新集团	0.036	801180	房地产
601598.XSHG	中国外运	0.097	801170	交通运输
601608.XSHG	中信重工	0.126	801890	机械设备
601611.XSHG	中国核建	0.102	801720	建筑装饰
601615.XSHG	明阳智能	0.16	801730	电气设备
601678.XSHG	滨化股份	0.099	801030	化工
601689.XSHG	拓普集团	0.261	801880	汽车
601699.XSHG	潞安环能	0.138	801020	采掘
601717.XSHG	郑煤机	0.125	801880	汽车
601718.XSHG	际华集团	0.146	801130	纺织服装
601799.XSHG	星宇股份	0.373	801880	汽车
601801.XSHG	皖新传媒	0.063	801760	传媒
601811.XSHG	新华文轩	0.032	801760	传媒
601860.XSHG	紫金银行	0.146	801780	银行
601865.XSHG	福莱特	0.068	801710	建筑材料
601866.XSHG	中远海发	0.148	801170	交通运输
601869.XSHG	长飞光纤	0.069	801770	通信
601880.XSHG	大连港	0.113	801170	交通运输
601928.XSHG	凤凰传媒	0.098	801760	传媒
601958.XSHG	金钼股份	0.117	801050	有色金属
601966.XSHG	玲珑轮胎	0.204	801030	化工
601969.XSHG	海南矿业	0.04	801020	采掘
601975.XSHG	招商南油	0.168	801170	交通运输
603000.XSHG	人民网	0.199	801760	传媒
603025.XSHG	大豪科技	0.027	801730	电气设备
603056.XSHG	德邦股份	0.067	801170	交通运输
603077.XSHG	和邦生物	0.13	801030	化工
603198.XSHG	迎驾贡酒	0.095	801120	食品饮料
603225.XSHG	新凤鸣	0.032	801030	化工
603228.XSHG	景旺电子	0.166	801080	电子
603233.XSHG	大参林	0.273	801150	医药生物
603256.XSHG	宏和科技	0.024	801030	化工
603317.XSHG	天味食品	0.07	801120	食品饮料
603328.XSHG	依顿电子	0.074	801080	电子
603338.XSHG	浙江鼎力	0.313	801890	机械设备
603355.XSHG	莱克电气	0.039	801110	家用电器
603377.XSHG	东方时尚	0.118	801880	汽车
603379.XSHG	三美股份	0.035	801030	化工
603444.XSHG	吉比特	0.485	801760	传媒
603486.XSHG	科沃斯	0.13	801890	机械设备
603515.XSHG	欧普照明	0.082	801080	电子
603517.XSHG	绝味食品	0.473	801120	食品饮料
603556.XSHG	海兴电力	0.054	801890	机械设备
603568.XSHG	伟明环保	0.148	801160	公用事业
603605.XSHG	珀莱雅	0.206	801030	化工
603650.XSHG	彤程新材	0.109	801030	化工
603659.XSHG	璞泰来	0.252	801730	电气设备
603707.XSHG	健友股份	0.24	801150	医药生物
603712.XSHG	七一二	0.186	801770	通信
603766.XSHG	隆鑫通用	0.08	801880	汽车
603786.XSHG	科博达	0.066	801880	汽车
603806.XSHG	福斯特	0.3	801730	电气设备
603816.XSHG	顾家家居	0.187	801140	轻工制造
603858.XSHG	步长制药	0.297	801150	医药生物
603866.XSHG	桃李面包	0.216	801120	食品饮料
603868.XSHG	飞科电器	0.053	801110	家用电器
603882.XSHG	金域医学	0.401	801150	医药生物
603883.XSHG	老百姓	0.22	801150	医药生物
603885.XSHG	吉祥航空	0.1	801170	交通运输
603888.XSHG	新华网	0.088	801760	传媒
603939.XSHG	益丰药房	0.333	801150	医药生物
603983.XSHG	丸美股份	0.062	801030	化工
